Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date,Acquisition_Cost_Num,Duration_Days,Month,Quarter,CTR
2992,Innovate Industries,Search,Women 25-34,60 days,Website,0.1,"$9,800.00",2.93,Miami,French,153,8593,10,Health & Wellness,2021-03-13,9800.0,60.0,3,1,1.7805
2993,Innovate Industries,Search,Women 25-34,15 days,Instagram,0.11,"$15,265.00",5.13,New York,Spanish,612,6108,8,Outdoor Adventurers,2021-03-14,15265.0,15.0,3,1,10.0196
2994,NexGen Systems,Display,Women 35-44,45 days,Youtube,0.01,"$18,903.00",2.65,New York,Mandarin,698,9008,1,Health & Wellness,2021-03-15,18903.0,45.0,3,1,7.7487
2995,Innovate Industries,Influencer,Women 35-44,60 days,Youtube,0.07,"$8,301.00",2.55,Miami,Spanish,541,1674,5,Fashionistas,2021-03-16,8301.0,60.0,3,1,32.3178
2996,DataTech Solutions,Display,Men 18-24,60 days,Email,0.12,"$8,755.00",7.31,New York,Spanish,444,3303,2,Fashionistas,2021-03-17,8755.0,60.0,3,1,13.4423
2997,DataTech Solutions,Search,Women 35-44,45 days,Website,0.1,"$8,164.00",7.43,Miami,Mandarin,222,7022,1,Health & Wellness,2021-03-18,8164.0,45.0,3,1,3.1615
2998,Innovate Industries,Search,Women 25-34,15 days,Youtube,0.05,"$18,854.00",5.12,New York,Mandarin,625,2147,7,Outdoor Adventurers,2021-03-19,18854.0,15.0,3,1,29.1104
2999,TechCorp,Social Media,All Ages,15 days,Website,0.09,"$9,906.00",5.73,Houston,French,309,1049,8,Fashionistas,2021-03-20,9906.0,15.0,3,1,29.4566
3000,Alpha Innovations,Display,Women 25-34,15 days,Facebook,0.06,"$12,482.00",2.5,New York,German,818,1474,8,Health & Wellness,2021-03-21,12482.0,15.0,3,1,55.4953
3001,DataTech Solutions,Social Media,Men 25-34,15 days,Instagram,0.08,"$15,909.00",4.75,Chicago,English,250,8927,4,Foodies,2021-03-22,15909.0,15.0,3,1,2.8005
3002,NexGen Systems,Influencer,Women 35-44,45 days,Website,0.13,"$12,265.00",7.69,Chicago,Mandarin,478,5931,8,Outdoor Adventurers,2021-03-23,12265.0,45.0,3,1,8.0593
3003,Innovate Industries,Search,All Ages,60 days,Email,0.09,"$18,161.00",4.1,Houston,German,182,5200,10,Tech Enthusiasts,2021-03-24,18161.0,60.0,3,1,3.5
3004,Alpha Innovations,Email,Men 25-34,60 days,Google Ads,0.11,"$12,306.00",3.09,Los Angeles,French,265,1858,3,Fashionistas,2021-03-25,12306.0,60.0,3,1,14.2626
3005,Innovate Industries,Display,Men 18-24,60 days,Instagram,0.04,"$12,190.00",4.33,Chicago,English,710,2791,10,Tech Enthusiasts,2021-03-26,12190.0,60.0,3,1,25.4389
3006,Innovate Industries,Influencer,Women 25-34,15 days,Google Ads,0.11,"$6,535.00",3.3,Houston,English,582,9140,4,Foodies,2021-03-27,6535.0,15.0,3,1,6.3676
3007,DataTech Solutions,Social Media,Women 25-34,60 days,Email,0.11,"$11,776.00",3.27,Miami,English,534,6828,5,Tech Enthusiasts,2021-03-28,11776.0,60.0,3,1,7.8207
3008,Alpha Innovations,Social Media,Women 25-34,30 days,Youtube,0.09,"$15,955.00",3.62,Chicago,Spanish,691,3638,5,Tech Enthusiasts,2021-03-29,15955.0,30.0,3,1,18.994
3009,Alpha Innovations,Influencer,Men 18-24,60 days,Youtube,0.02,"$14,138.00",6.71,New York,Mandarin,352,3661,8,Fashionistas,2021-03-30,14138.0,60.0,3,1,9.6149
3010,DataTech Solutions,Search,Women 25-34,15 days,Email,0.09,"$19,602.00",6.63,Houston,Mandarin,553,3722,1,Health & Wellness,2021-03-31,19602.0,15.0,3,1,14.8576
3011,NexGen Systems,Search,Women 25-34,60 days,Facebook,0.1,"$7,732.00",3.19,Los Angeles,German,634,8167,9,Tech Enthusiasts,2021-04-01,7732.0,60.0,4,2,7.7629
3012,DataTech Solutions,Display,Women 25-34,45 days,Google Ads,0.11,"$11,882.00",3.45,Miami,Mandarin,246,4710,4,Outdoor Adventurers,2021-04-02,11882.0,45.0,4,2,5.2229
3013,DataTech Solutions,Influencer,All Ages,60 days,Email,0.14,"$10,786.00",4.48,Los Angeles,Mandarin,205,3230,2,Health & Wellness,2021-04-03,10786.0,60.0,4,2,6.3467
3014,DataTech Solutions,Influencer,Women 35-44,30 days,Facebook,0.02,"$5,670.00",6.64,Los Angeles,English,888,7496,3,Fashionistas,2021-04-04,5670.0,30.0,4,2,11.8463
3015,TechCorp,Social Media,Men 25-34,15 days,Youtube,0.14,"$13,534.00",4.11,Miami,German,672,6682,1,Fashionistas,2021-04-05,13534.0,15.0,4,2,10.0569
3016,NexGen Systems,Influencer,Men 18-24,60 days,Email,0.06,"$15,696.00",2.98,Los Angeles,Spanish,241,5249,2,Outdoor Adventurers,2021-04-06,15696.0,60.0,4,2,4.5914
3017,NexGen Systems,Influencer,Women 35-44,30 days,Email,0.05,"$7,389.00",4.98,Chicago,French,409,1309,9,Outdoor Adventurers,2021-04-07,7389.0,30.0,4,2,31.2452
3018,Alpha Innovations,Search,Women 25-34,30 days,Website,0.06,"$8,698.00",4.92,Miami,German,622,6366,3,Foodies,2021-04-08,8698.0,30.0,4,2,9.7707
3019,NexGen Systems,Social Media,Men 25-34,30 days,Instagram,0.1,"$14,195.00",2.14,Los Angeles,Spanish,950,9036,5,Health & Wellness,2021-04-09,14195.0,30.0,4,2,10.5135
3020,NexGen Systems,Display,Men 18-24,15 days,Facebook,0.08,"$16,891.00",5.28,Chicago,French,879,1061,10,Fashionistas,2021-04-10,16891.0,15.0,4,2,82.8464
3021,Alpha Innovations,Display,Men 18-24,60 days,Google Ads,0.15,"$5,836.00",6.12,New York,French,377,4008,2,Outdoor Adventurers,2021-04-11,5836.0,60.0,4,2,9.4062
3022,DataTech Solutions,Influencer,Women 35-44,30 days,Instagram,0.05,"$5,504.00",2.1,Chicago,French,545,6348,7,Outdoor Adventurers,2021-04-12,5504.0,30.0,4,2,8.5854
3023,Alpha Innovations,Display,All Ages,45 days,Instagram,0.04,"$8,297.00",6.2,Chicago,English,830,5252,3,Health & Wellness,2021-04-13,8297.0,45.0,4,2,15.8035
3024,NexGen Systems,Display,Men 18-24,60 days,Google Ads,0.01,"$8,517.00",2.77,New York,English,829,6115,6,Tech Enthusiasts,2021-04-14,8517.0,60.0,4,2,13.5568
3025,NexGen Systems,Display,Men 25-34,45 days,Email,0.08,"$9,344.00",3.86,New York,English,995,8081,2,Fashionistas,2021-04-15,9344.0,45.0,4,2,12.3128
3026,TechCorp,Search,Women 25-34,30 days,Google Ads,0.05,"$7,096.00",7.92,Houston,Spanish,194,5035,9,Foodies,2021-04-16,7096.0,30.0,4,2,3.853
3027,Innovate Industries,Influencer,Men 25-34,30 days,Instagram,0.02,"$8,286.00",3.21,Los Angeles,English,678,7425,7,Health & Wellness,2021-04-17,8286.0,30.0,4,2,9.1313
3028,NexGen Systems,Social Media,Men 25-34,15 days,Google Ads,0.12,"$10,598.00",7.86,Los Angeles,German,974,9232,1,Foodies,2021-04-18,10598.0,15.0,4,2,10.5503
3029,Alpha Innovations,Social Media,Men 25-34,15 days,Website,0.05,"$11,181.00",4.99,New York,Mandarin,326,8706,1,Foodies,2021-04-19,11181.0,15.0,4,2,3.7445
3030,Alpha Innovations,Display,All Ages,45 days,Google Ads,0.04,"$17,472.00",2.58,Chicago,Mandarin,678,2762,1,Fashionistas,2021-04-20,17472.0,45.0,4,2,24.5474
3031,DataTech Solutions,Social Media,Men 18-24,45 days,Youtube,0.02,"$14,490.00",7.04,Houston,French,702,1851,3,Foodies,2021-04-21,14490.0,45.0,4,2,37.9254
3032,DataTech Solutions,Social Media,Women 35-44,30 days,Facebook,0.07,"$17,939.00",7.3,Houston,French,236,1918,4,Foodies,2021-04-22,17939.0,30.0,4,2,12.3045
3033,DataTech Solutions,Influencer,Men 18-24,60 days,Youtube,0.05,"$9,591.00",3.0,Chicago,English,577,1916,4,Foodies,2021-04-23,9591.0,60.0,4,2,30.1148
3034,Innovate Industries,Social Media,All Ages,60 days,Facebook,0.12,"$10,258.00",3.63,New York,Mandarin,1000,1099,1,Fashionistas,2021-04-24,10258.0,60.0,4,2,90.9918
3035,DataTech Solutions,Social Media,All Ages,45 days,Youtube,0.14,"$14,394.00",7.12,Chicago,Mandarin,651,6266,4,Fashionistas,2021-04-25,14394.0,45.0,4,2,10.3894
3036,NexGen Systems,Influencer,Men 18-24,45 days,Instagram,0.06,"$10,392.00",5.4,Houston,French,248,3956,10,Fashionistas,2021-04-26,10392.0,45.0,4,2,6.269
3037,Alpha Innovations,Social Media,Men 18-24,30 days,Google Ads,0.03,"$5,072.00",4.19,Miami,Mandarin,523,2209,5,Foodies,2021-04-27,5072.0,30.0,4,2,23.6759
3038,NexGen Systems,Display,All Ages,60 days,Instagram,0.04,"$8,122.00",7.05,Chicago,Mandarin,160,3905,3,Outdoor Adventurers,2021-04-28,8122.0,60.0,4,2,4.0973
3039,NexGen Systems,Search,Women 25-34,60 days,Youtube,0.09,"$16,047.00",6.2,Los Angeles,English,846,2468,2,Health & Wellness,2021-04-29,16047.0,60.0,4,2,34.2788
3040,DataTech Solutions,Display,Men 18-24,45 days,Email,0.02,"$9,217.00",3.19,Los Angeles,English,473,8964,7,Health & Wellness,2021-04-30,9217.0,45.0,4,2,5.2767
3041,Innovate Industries,Social Media,Men 18-24,30 days,Email,0.15,"$17,347.00",4.02,Chicago,French,479,6094,5,Tech Enthusiasts,2021-05-01,17347.0,30.0,5,2,7.8602
3042,Alpha Innovations,Search,Women 35-44,45 days,Website,0.14,"$15,910.00",3.02,Houston,French,656,6729,6,Foodies,2021-05-02,15910.0,45.0,5,2,9.7488
3043,Alpha Innovations,Social Media,Men 25-34,15 days,Google Ads,0.02,"$7,842.00",7.43,Houston,Spanish,347,3015,1,Fashionistas,2021-05-03,7842.0,15.0,5,2,11.5091
3044,Innovate Industries,Search,Women 25-34,45 days,Youtube,0.15,"$12,620.00",2.54,Houston,Spanish,699,9871,8,Health & Wellness,2021-05-04,12620.0,45.0,5,2,7.0813
3045,Innovate Industries,Social Media,Men 25-34,15 days,Facebook,0.07,"$10,496.00",5.19,Miami,Spanish,508,4031,8,Outdoor Adventurers,2021-05-05,10496.0,15.0,5,2,12.6023
3046,NexGen Systems,Display,Men 18-24,30 days,Youtube,0.01,"$9,280.00",4.94,Chicago,French,267,3434,8,Foodies,2021-05-06,9280.0,30.0,5,2,7.7752
3047,Innovate Industries,Display,Men 18-24,60 days,Google Ads,0.07,"$8,729.00",4.46,Los Angeles,English,808,5672,7,Foodies,2021-05-07,8729.0,60.0,5,2,14.2454
3048,NexGen Systems,Social Media,Men 18-24,45 days,Google Ads,0.08,"$10,250.00",5.91,Houston,German,702,4561,10,Outdoor Adventurers,2021-05-08,10250.0,45.0,5,2,15.3914
3049,NexGen Systems,Search,All Ages,30 days,Email,0.14,"$12,472.00",6.28,Chicago,Mandarin,277,5946,8,Foodies,2021-05-09,12472.0,30.0,5,2,4.6586
3050,NexGen Systems,Search,Women 35-44,60 days,Google Ads,0.08,"$18,707.00",2.59,New York,French,191,6854,6,Foodies,2021-05-10,18707.0,60.0,5,2,2.7867
3051,TechCorp,Search,Men 25-34,30 days,Youtube,0.13,"$14,274.00",6.75,Houston,English,213,8853,5,Foodies,2021-05-11,14274.0,30.0,5,2,2.406
3052,TechCorp,Display,All Ages,60 days,Google Ads,0.08,"$16,591.00",7.06,Chicago,English,377,8120,1,Outdoor Adventurers,2021-05-12,16591.0,60.0,5,2,4.6429
3053,Alpha Innovations,Search,All Ages,60 days,Email,0.11,"$15,424.00",3.27,New York,French,795,4545,9,Foodies,2021-05-13,15424.0,60.0,5,2,17.4917
3054,Alpha Innovations,Social Media,Men 18-24,60 days,Facebook,0.03,"$7,628.00",7.72,Miami,French,212,8152,2,Foodies,2021-05-14,7628.0,60.0,5,2,2.6006
3055,DataTech Solutions,Display,Women 35-44,45 days,Website,0.14,"$13,465.00",3.31,New York,Spanish,135,1827,10,Fashionistas,2021-05-15,13465.0,45.0,5,2,7.3892
3056,NexGen Systems,Search,Men 25-34,15 days,Email,0.11,"$15,130.00",8.0,Los Angeles,English,606,6638,9,Tech Enthusiasts,2021-05-16,15130.0,15.0,5,2,9.1293
3057,DataTech Solutions,Influencer,All Ages,15 days,Youtube,0.08,"$12,729.00",7.87,New York,Spanish,219,9926,6,Tech Enthusiasts,2021-05-17,12729.0,15.0,5,2,2.2063
3058,DataTech Solutions,Social Media,Men 25-34,15 days,Instagram,0.06,"$16,133.00",6.7,Miami,English,833,4290,3,Foodies,2021-05-18,16133.0,15.0,5,2,19.4172
3059,Alpha Innovations,Social Media,Men 18-24,15 days,Website,0.12,"$16,551.00",2.26,New York,English,758,2598,8,Health & Wellness,2021-05-19,16551.0,15.0,5,2,29.1763
3060,Alpha Innovations,Email,Men 25-34,45 days,Email,0.02,"$17,035.00",7.68,Houston,Spanish,444,2041,3,Fashionistas,2021-05-20,17035.0,45.0,5,2,21.754
3061,Alpha Innovations,Email,Women 35-44,60 days,Google Ads,0.1,"$15,601.00",4.99,Los Angeles,Mandarin,923,8172,5,Fashionistas,2021-05-21,15601.0,60.0,5,2,11.2947
3062,NexGen Systems,Search,Men 18-24,60 days,Youtube,0.04,"$18,227.00",4.48,Los Angeles,Mandarin,980,9778,3,Foodies,2021-05-22,18227.0,60.0,5,2,10.0225
3063,TechCorp,Influencer,Women 25-34,60 days,Instagram,0.04,"$18,864.00",4.05,Los Angeles,Spanish,637,4945,8,Fashionistas,2021-05-23,18864.0,60.0,5,2,12.8817
3064,Alpha Innovations,Influencer,All Ages,45 days,Facebook,0.14,"$7,099.00",4.0,Houston,French,260,4157,2,Outdoor Adventurers,2021-05-24,7099.0,45.0,5,2,6.2545
3065,Alpha Innovations,Influencer,Women 25-34,30 days,Google Ads,0.1,"$11,860.00",5.31,Los Angeles,Mandarin,864,8695,3,Fashionistas,2021-05-25,11860.0,30.0,5,2,9.9367
3066,NexGen Systems,Social Media,Men 18-24,60 days,Google Ads,0.01,"$19,250.00",3.45,Houston,English,470,9343,2,Fashionistas,2021-05-26,19250.0,60.0,5,2,5.0305
3067,Innovate Industries,Influencer,Men 18-24,60 days,Email,0.02,"$14,886.00",6.16,Miami,German,565,8241,9,Health & Wellness,2021-05-27,14886.0,60.0,5,2,6.856
3068,DataTech Solutions,Display,Women 25-34,60 days,Facebook,0.09,"$6,218.00",2.08,New York,Spanish,420,4423,1,Health & Wellness,2021-05-28,6218.0,60.0,5,2,9.4958
3069,Alpha Innovations,Influencer,Men 25-34,45 days,Email,0.13,"$15,364.00",6.47,Chicago,Mandarin,154,1773,2,Health & Wellness,2021-05-29,15364.0,45.0,5,2,8.6858
3070,Alpha Innovations,Email,All Ages,45 days,Youtube,0.09,"$6,394.00",2.07,Chicago,Mandarin,855,5399,3,Foodies,2021-05-30,6394.0,45.0,5,2,15.8363
3071,Alpha Innovations,Email,All Ages,15 days,Youtube,0.05,"$17,166.00",6.69,Houston,German,684,1118,6,Outdoor Adventurers,2021-05-31,17166.0,15.0,5,2,61.1807
3072,TechCorp,Email,Women 35-44,30 days,Youtube,0.07,"$12,584.00",2.7,New York,Mandarin,225,2052,8,Foodies,2021-06-01,12584.0,30.0,6,2,10.9649
3073,TechCorp,Display,Men 25-34,15 days,Email,0.03,"$15,567.00",3.67,Los Angeles,French,368,4747,6,Fashionistas,2021-06-02,15567.0,15.0,6,2,7.7523
3074,TechCorp,Search,Women 25-34,15 days,Youtube,0.05,"$9,651.00",4.1,Houston,Mandarin,524,6545,10,Outdoor Adventurers,2021-06-03,9651.0,15.0,6,2,8.0061
3075,Alpha Innovations,Search,All Ages,15 days,Facebook,0.05,"$10,245.00",4.59,Chicago,French,326,7144,2,Foodies,2021-06-04,10245.0,15.0,6,2,4.5633
3076,TechCorp,Display,Women 35-44,45 days,Instagram,0.14,"$19,268.00",4.83,Los Angeles,French,785,9042,5,Fashionistas,2021-06-05,19268.0,45.0,6,2,8.6817
3077,NexGen Systems,Influencer,All Ages,45 days,Facebook,0.02,"$16,578.00",3.62,Los Angeles,German,166,8460,1,Foodies,2021-06-06,16578.0,45.0,6,2,1.9622
3078,TechCorp,Social Media,Men 18-24,60 days,Google Ads,0.06,"$8,291.00",3.86,Chicago,Spanish,338,9830,9,Outdoor Adventurers,2021-06-07,8291.0,60.0,6,2,3.4385
3079,TechCorp,Social Media,Men 18-24,60 days,Instagram,0.07,"$15,305.00",5.9,New York,Mandarin,921,1424,1,Fashionistas,2021-06-08,15305.0,60.0,6,2,64.677
3080,Innovate Industries,Influencer,Women 35-44,30 days,Youtube,0.01,"$8,295.00",7.08,Houston,Spanish,124,6814,4,Health & Wellness,2021-06-09,8295.0,30.0,6,2,1.8198
3081,Innovate Industries,Influencer,Women 35-44,15 days,Youtube,0.05,"$10,556.00",5.24,Miami,Mandarin,353,7466,5,Outdoor Adventurers,2021-06-10,10556.0,15.0,6,2,4.7281
3082,TechCorp,Display,Men 25-34,15 days,Email,0.14,"$11,725.00",7.78,Houston,German,870,7084,3,Fashionistas,2021-06-11,11725.0,15.0,6,2,12.2812
3083,Alpha Innovations,Email,Men 25-34,45 days,Website,0.1,"$13,335.00",2.17,Miami,Mandarin,254,5370,5,Fashionistas,2021-06-12,13335.0,45.0,6,2,4.73
3084,Alpha Innovations,Email,Men 18-24,45 days,Instagram,0.05,"$5,515.00",3.03,New York,Spanish,688,6210,4,Tech Enthusiasts,2021-06-13,5515.0,45.0,6,2,11.0789
3085,DataTech Solutions,Influencer,Women 25-34,45 days,Instagram,0.09,"$6,151.00",6.14,Los Angeles,English,160,4750,7,Foodies,2021-06-14,6151.0,45.0,6,2,3.3684
3086,Innovate Industries,Influencer,All Ages,60 days,Email,0.06,"$16,974.00",7.75,Houston,English,322,1741,6,Outdoor Adventurers,2021-06-15,16974.0,60.0,6,2,18.4951
3087,DataTech Solutions,Email,Men 25-34,30 days,Google Ads,0.09,"$10,837.00",5.57,Los Angeles,German,310,5465,10,Health & Wellness,2021-06-16,10837.0,30.0,6,2,5.6725
3088,TechCorp,Influencer,Men 25-34,60 days,Google Ads,0.1,"$17,287.00",4.01,New York,Spanish,635,4656,3,Foodies,2021-06-17,17287.0,60.0,6,2,13.6383
3089,Innovate Industries,Social Media,Women 35-44,60 days,Instagram,0.12,"$18,266.00",5.99,Houston,German,872,9882,5,Fashionistas,2021-06-18,18266.0,60.0,6,2,8.8241
3090,DataTech Solutions,Display,All Ages,45 days,Google Ads,0.11,"$5,379.00",5.05,New York,French,157,7462,6,Foodies,2021-06-19,5379.0,45.0,6,2,2.104
3091,Alpha Innovations,Email,Men 25-34,45 days,Instagram,0.08,"$5,535.00",7.37,Chicago,Spanish,920,8408,6,Fashionistas,2021-06-20,5535.0,45.0,6,2,10.942
3092,Alpha Innovations,Search,Women 25-34,30 days,Facebook,0.11,"$7,927.00",7.22,Los Angeles,English,228,9844,7,Fashionistas,2021-06-21,7927.0,30.0,6,2,2.3161
3093,NexGen Systems,Influencer,All Ages,45 days,Youtube,0.09,"$10,314.00",6.17,New York,German,437,8291,10,Health & Wellness,2021-06-22,10314.0,45.0,6,2,5.2708
3094,TechCorp,Social Media,Women 25-34,15 days,Facebook,0.11,"$14,200.00",6.76,Chicago,French,682,4975,6,Foodies,2021-06-23,14200.0,15.0,6,2,13.7085
3095,TechCorp,Email,Women 35-44,60 days,Youtube,0.07,"$16,898.00",7.18,Miami,French,956,1569,4,Outdoor Adventurers,2021-06-24,16898.0,60.0,6,2,60.9305
3096,Alpha Innovations,Display,Men 25-34,45 days,Email,0.13,"$11,448.00",3.5,Houston,Mandarin,938,1653,7,Foodies,2021-06-25,11448.0,45.0,6,2,56.7453
3097,Innovate Industries,Influencer,Women 35-44,45 days,Youtube,0.06,"$10,285.00",3.64,Chicago,Mandarin,961,9394,6,Outdoor Adventurers,2021-06-26,10285.0,45.0,6,2,10.2299
3098,TechCorp,Search,Women 25-34,45 days,Email,0.02,"$5,719.00",6.06,Chicago,Spanish,784,7898,8,Outdoor Adventurers,2021-06-27,5719.0,45.0,6,2,9.9266
3099,NexGen Systems,Display,Men 25-34,60 days,Instagram,0.11,"$18,947.00",5.08,Chicago,English,846,3188,10,Foodies,2021-06-28,18947.0,60.0,6,2,26.537
3100,DataTech Solutions,Display,All Ages,60 days,Youtube,0.11,"$13,352.00",5.87,New York,Spanish,345,6284,3,Tech Enthusiasts,2021-06-29,13352.0,60.0,6,2,5.4901
3101,DataTech Solutions,Social Media,Men 18-24,15 days,Website,0.11,"$19,002.00",3.87,Houston,German,248,9638,8,Foodies,2021-06-30,19002.0,15.0,6,2,2.5731
3102,Innovate Industries,Display,Women 35-44,60 days,Website,0.13,"$19,509.00",7.65,Houston,French,540,6194,7,Health & Wellness,2021-07-01,19509.0,60.0,7,3,8.7181
3103,Alpha Innovations,Display,All Ages,15 days,Facebook,0.13,"$5,055.00",2.17,New York,Mandarin,912,6850,8,Foodies,2021-07-02,5055.0,15.0,7,3,13.3139
3104,NexGen Systems,Social Media,Men 18-24,45 days,Google Ads,0.1,"$6,399.00",2.5,Chicago,Mandarin,129,9693,8,Health & Wellness,2021-07-03,6399.0,45.0,7,3,1.3309
3105,DataTech Solutions,Social Media,Men 25-34,45 days,Facebook,0.14,"$16,996.00",3.68,Miami,Spanish,271,1876,5,Outdoor Adventurers,2021-07-04,16996.0,45.0,7,3,14.4456
3106,TechCorp,Influencer,Men 18-24,15 days,Facebook,0.07,"$6,709.00",2.13,New York,French,331,4525,3,Tech Enthusiasts,2021-07-05,6709.0,15.0,7,3,7.3149
3107,Alpha Innovations,Social Media,Men 18-24,45 days,Email,0.03,"$10,052.00",4.88,Chicago,French,241,3693,10,Foodies,2021-07-06,10052.0,45.0,7,3,6.5259
3108,Alpha Innovations,Search,Men 25-34,45 days,Facebook,0.06,"$18,613.00",5.03,Miami,French,908,5403,3,Outdoor Adventurers,2021-07-07,18613.0,45.0,7,3,16.8055
3109,Alpha Innovations,Search,Men 18-24,60 days,Instagram,0.12,"$18,795.00",2.45,New York,Mandarin,626,5675,1,Outdoor Adventurers,2021-07-08,18795.0,60.0,7,3,11.0308
3110,TechCorp,Influencer,Men 25-34,15 days,Facebook,0.13,"$11,860.00",7.85,Chicago,German,839,6432,8,Fashionistas,2021-07-09,11860.0,15.0,7,3,13.0442
3111,TechCorp,Social Media,Women 25-34,45 days,Google Ads,0.08,"$9,568.00",2.88,Los Angeles,English,201,8911,4,Foodies,2021-07-10,9568.0,45.0,7,3,2.2556
3112,Alpha Innovations,Social Media,Men 25-34,30 days,Google Ads,0.06,"$6,704.00",3.48,New York,German,644,4991,3,Outdoor Adventurers,2021-07-11,6704.0,30.0,7,3,12.9032
3113,Alpha Innovations,Influencer,Men 25-34,60 days,Youtube,0.08,"$13,289.00",7.27,Chicago,Spanish,356,8491,1,Health & Wellness,2021-07-12,13289.0,60.0,7,3,4.1927
3114,Innovate Industries,Display,Women 35-44,45 days,Instagram,0.14,"$14,881.00",5.3,Miami,Mandarin,370,1673,2,Outdoor Adventurers,2021-07-13,14881.0,45.0,7,3,22.116
3115,DataTech Solutions,Influencer,Women 35-44,15 days,Facebook,0.01,"$12,104.00",4.06,Chicago,Spanish,326,8773,7,Foodies,2021-07-14,12104.0,15.0,7,3,3.7159
3116,Innovate Industries,Email,Women 35-44,45 days,Youtube,0.11,"$9,429.00",3.03,Miami,German,771,4750,5,Health & Wellness,2021-07-15,9429.0,45.0,7,3,16.2316
3117,Alpha Innovations,Influencer,Men 25-34,30 days,Youtube,0.07,"$9,866.00",5.81,Los Angeles,German,434,8875,2,Outdoor Adventurers,2021-07-16,9866.0,30.0,7,3,4.8901
3118,NexGen Systems,Display,Men 25-34,15 days,Instagram,0.05,"$13,988.00",3.23,Houston,German,531,5174,2,Outdoor Adventurers,2021-07-17,13988.0,15.0,7,3,10.2629
3119,Innovate Industries,Social Media,Men 18-24,45 days,Google Ads,0.15,"$17,150.00",2.29,Chicago,German,165,5108,2,Foodies,2021-07-18,17150.0,45.0,7,3,3.2302
3120,Alpha Innovations,Social Media,Women 35-44,45 days,Instagram,0.04,"$15,788.00",6.31,New York,French,976,4938,7,Tech Enthusiasts,2021-07-19,15788.0,45.0,7,3,19.7651
3121,NexGen Systems,Social Media,All Ages,60 days,Website,0.08,"$8,099.00",3.74,Chicago,Mandarin,242,8624,8,Fashionistas,2021-07-20,8099.0,60.0,7,3,2.8061
3122,TechCorp,Social Media,All Ages,30 days,Instagram,0.13,"$16,813.00",3.09,Houston,Spanish,948,8134,5,Outdoor Adventurers,2021-07-21,16813.0,30.0,7,3,11.6548
3123,NexGen Systems,Email,Men 25-34,45 days,Website,0.08,"$9,700.00",2.22,Los Angeles,English,994,8803,1,Health & Wellness,2021-07-22,9700.0,45.0,7,3,11.2916
3124,Alpha Innovations,Social Media,All Ages,15 days,Website,0.09,"$17,484.00",4.92,Chicago,German,469,6286,3,Fashionistas,2021-07-23,17484.0,15.0,7,3,7.461
3125,TechCorp,Influencer,Women 25-34,15 days,Facebook,0.08,"$10,322.00",5.84,New York,French,777,5665,9,Outdoor Adventurers,2021-07-24,10322.0,15.0,7,3,13.7158
3126,TechCorp,Social Media,Men 25-34,60 days,Facebook,0.14,"$5,788.00",5.37,Houston,Mandarin,953,7914,10,Outdoor Adventurers,2021-07-25,5788.0,60.0,7,3,12.042
3127,DataTech Solutions,Social Media,Men 18-24,15 days,Youtube,0.14,"$12,310.00",4.68,Chicago,German,615,3768,3,Tech Enthusiasts,2021-07-26,12310.0,15.0,7,3,16.3217
3128,Innovate Industries,Email,Women 35-44,60 days,Youtube,0.07,"$6,283.00",5.35,Houston,English,959,1639,7,Outdoor Adventurers,2021-07-27,6283.0,60.0,7,3,58.5113
3129,Alpha Innovations,Influencer,All Ages,15 days,Facebook,0.13,"$5,747.00",2.77,Houston,German,548,6978,9,Tech Enthusiasts,2021-07-28,5747.0,15.0,7,3,7.8533
3130,TechCorp,Influencer,All Ages,60 days,Instagram,0.09,"$11,240.00",3.01,Miami,French,162,7180,7,Outdoor Adventurers,2021-07-29,11240.0,60.0,7,3,2.2563
3131,NexGen Systems,Influencer,Women 25-34,60 days,Website,0.06,"$8,290.00",3.1,Miami,Spanish,728,3332,10,Outdoor Adventurers,2021-07-30,8290.0,60.0,7,3,21.8487
3132,TechCorp,Email,Men 25-34,30 days,Website,0.1,"$12,757.00",2.95,Los Angeles,French,611,3123,7,Outdoor Adventurers,2021-07-31,12757.0,30.0,7,3,19.5645
3133,NexGen Systems,Influencer,Women 35-44,45 days,Youtube,0.14,"$17,950.00",2.08,Los Angeles,Spanish,453,8238,9,Foodies,2021-08-01,17950.0,45.0,8,3,5.4989
3134,NexGen Systems,Social Media,Men 25-34,30 days,Facebook,0.08,"$11,452.00",7.71,Los Angeles,English,399,8851,9,Outdoor Adventurers,2021-08-02,11452.0,30.0,8,3,4.508
3135,Alpha Innovations,Display,All Ages,15 days,Facebook,0.12,"$15,831.00",2.84,New York,English,984,1277,9,Fashionistas,2021-08-03,15831.0,15.0,8,3,77.0556
3136,NexGen Systems,Search,Men 18-24,15 days,Facebook,0.07,"$10,594.00",3.92,Chicago,French,895,7944,7,Outdoor Adventurers,2021-08-04,10594.0,15.0,8,3,11.2664
3137,NexGen Systems,Search,Men 25-34,60 days,Email,0.02,"$9,789.00",6.18,Miami,German,457,9677,8,Tech Enthusiasts,2021-08-05,9789.0,60.0,8,3,4.7225
